plateid, locationid, ra, dec, apgver, vdone, vplan, SN, history
10622, 5351, 225.67617, -44.99249, 210, 3, 3, 0, 58920,58892,58889,
10623, 5265, 241.0415, -44.6195, 210, 3, 3, 0, 58626,58885,58681,
10625, 5369, 240.29093, -36.88303, 210, 3, 3, 0, 58644,58622,58655,
10626, 5702, 238.60861, -35.37822, 110, 2, 1, 0, 58241,58590,
10627, 5702, 238.60861, -35.37822, 210, 2, 1, 0, 58262,58591,
10628, 5702, 238.60861, -35.37822, 310, 3, 1, 0, 58921,58656,58263,
10629, 5362, 248.55509, -29.87246, 200, 3, 3, 0, 58275,58298,58272,
10630, 5703, 205.5948, 28.1849, 100, 6, 6, 0, 58262,58243,58233,58240,58181,58212,
10644, 5416, 267.0558, -24.32706, 100, 1, 1, 0, 58262,
10645, 5423, 268.37288, -21.76855, 100, 2, 1, 0, 58263,
10646, 5424, 266.2588, -35.53171, 100, 1, 1, 0, 58261,
10647, 5412, 266.21926, -25.72696, 100, 1, 1, 0, 58262,
10648, 5419, 267.85791, -23.27007, 100, 1, 1, 0, 58263,
10649, 5426, 268.08342, -34.97442, 100, 2, 1, 0, 58264,
10650, 5429, 268.76128, -33.68647, 100, 1, 1, 0, 58292,
10652, 5413, 265.30811, -24.43102, 100, 1, 1, 0, 58292,
10668, 5715, 251.16719, -19.11986, 110, 2, 1, 0, 58616,58238,
10669, 5715, 251.16719, -19.11986, 210, 2, 1, 0, 58617,58265,
10670, 5715, 251.16719, -19.11986, 310, 1, 1, 0, 58297,
10671, 5716, 277.01887, -28.38592, 110, 2, 1, 0, 58684,58685,
10672, 5716, 277.01887, -28.38592, 210, 2, 1, 0, 58688,58689,
10674, 5717, 273.56083, -26.72774, 110, 2, 1, 0, 58676,58683,
10675, 5717, 273.56083, -26.72774, 210, 2, 1, 0, 58685,58684,
10677, 5679, 267.09386, -23.23259, 210, 2, 1, 0, 58621,58644,
10679, 5718, 265.66885, -22.36972, 110, 2, 1, 0, 58272,58592,
10680, 5718, 265.66885, -22.36972, 210, 2, 1, 0, 58273,58593,
10681, 5718, 265.66885, -22.36972, 310, 2, 1, 0, 58298,58274,
10682, 5680, 261.81121, -20.46427, 310, 3, 1, 0, 58298,58271,58270,
10683, 5719, 276.25967, -16.76312, 110, 2, 1, 0, 58660,58682,
10684, 5720, 274.49509, -16.11858, 110, 2, 1, 0, 58644,58655,
10685, 5720, 274.49509, -16.11858, 210, 3, 1, 0, 58658,58657,58660,
10686, 5721, 280.38155, -13.39214, 110, 2, 1, 0, 58656,58655,
10687, 5721, 280.38155, -13.39214, 210, 2, 1, 0, 58660,58657,
10688, 5696, 140.19651, -41.35097, 200, 3, 3, 0, 58919,58893,58447,
10689, 5697, 145.47406, -37.00467, 210, 3, 3, 0, 58893,58916,58890,
10690, 5259, 157.0004, -50.63966, 320, 3, 3, 0, 58892,58913,58918,
10691, 5259, 157.0004, -50.63966, 420, 3, 3, 0, 58893,58918,58921,
10692, 5722, 161.37163, -45.43281, 110, 3, 3, 0, 58862,58889,58238,
10693, 5722, 161.37163, -45.43281, 210, 3, 3, 0, 58890,58863,58472,
10694, 5349, 174.23711, -67.88013, 210, 3, 3, 0, 58238,58501,58241,
10695, 5350, 221.06348, -73.06175, 210, 3, 3, 0, 58658,58619,58655,
10696, 5261, 213.9209, -67.56716, 320, 3, 3, 0, 58915,58706,58918,
10697, 5261, 213.9209, -67.56716, 420, 2, 3, 0, 58916,58919,
10698, 5260, 207.36887, -56.03668, 420, 3, 3, 0, 58564,58593,58617,
10699, 5353, 252.35799, -63.5813, 210, 3, 3, 0, 58238,58331,58299,
10700, 5265, 241.0415, -44.6195, 320, 3, 3, 0, 58893,58682,58886,
10701, 5265, 241.0415, -44.6195, 420, 3, 3, 0, 58923,58912,58894,
10703, 5723, 241.9719, -38.32845, 110, 3, 1, 0, 58921,58265,58561,
10704, 5723, 241.9719, -38.32845, 210, 3, 1, 0, 58562,58266,58922,
10707, 5724, 265.64018, -34.31924, 110, 2, 1, 0, 58325,58655,
10708, 5730, 242.97235, -59.77167, 110, 4, 3, 0, 58273,58238,58270,58265,
10709, 5730, 242.97235, -59.77167, 210, 4, 3, 0, 58294,58297,58266,58271,
10710, 5731, 176.20339, -14.85532, 111, 6, 6, 0, 58270,58262,58265,58290,58273,58238,
10711, 5731, 176.20339, -14.85532, 211, 6, 6, 0, 58271,58291,58264,58274,58296,58473,
10712, 5731, 176.20339, -14.85532, 321, 6, 6, 0, 58479,58474,58272,58292,58266,58275,
10713, 5731, 176.20339, -14.85532, 421, 6, 6, 0, 58500,58480,58561,58475,58293,58507,
10714, 5732, 205.38767, -16.16159, 111, 6, 6, 0, 58297,58294,58273,58238,58270,58266,
10715, 5732, 205.38767, -16.16159, 211, 6, 6, 0, 58271,58295,58561,58331,58274,58299,
10716, 5732, 205.38767, -16.16159, 321, 6, 6, 0, 58275,58272,58566,58296,58590,58562,
10717, 5732, 205.38767, -16.16159, 421, 6, 6, 0, 58619,58591,58597,58563,58616,58594,
10718, 5733, 285.46008, -36.66466, 100, 2, 2, 0, 58262,58263,
10719, 5734, 284.9309, -36.78801, 100, 2, 2, 0, 58263,58264,
10773, 5726, 197.1554, 30.4853, 100, 3, 3, 0, 58269,58238,58232,
10819, 5744, 270.88134, -27.36217, 211, 1, 1, 0, 58290,
10820, 5744, 270.88134, -27.36217, 311, 2, 1, 0, 58291,58321,
10821, 5744, 270.88134, -27.36217, 421, 1, 1, 0, 58291,
10822, 5744, 270.88134, -27.36217, 521, 2, 1, 0, 58290,58291,
10823, 5744, 270.88134, -27.36217, 621, 1, 1, 0, 58291,
10824, 5745, 262.75828, -30.75286, 111, 1, 1, 0, 58290,
10825, 5745, 262.75828, -30.75286, 211, 2, 1, 0, 58290,58291,
10826, 5745, 262.75828, -30.75286, 311, 1, 1, 0, 58291,
10827, 5745, 262.75828, -30.75286, 421, 2, 1, 0, 58291,58321,
10828, 5745, 262.75828, -30.75286, 521, 1, 1, 0, 58321,
10830, 5746, 278.42615, -23.57957, 111, 1, 1, 0, 58411,
10831, 5746, 278.42615, -23.57957, 211, 1, 1, 0, 58321,
10832, 5746, 278.42615, -23.57957, 311, 1, 1, 0, 58654,
10833, 5746, 278.42615, -23.57957, 421, 1, 1, 0, 58654,
10834, 5746, 278.42615, -23.57957, 521, 1, 1, 0, 58675,
10837, 2495, 159.8231658935547, 1.6601217985153198, 100, 2, 1, 0, 58605,58604,
10945, 5786, 241.74668, -22.93319, 100, 1, 1, 0, 58320,
10947, 5788, 244.77238, -24.24189, 100, 1, 1, 0, 58560,
10948, 5789, 245.04091, -25.85734, 100, 1, 1, 0, 58320,
10952, 5793, 242.77526, -27.72214, 100, 1, 1, 0, 58350,
10953, 5794, 70.7362, -58.32303, 100, 1, 1, 0, 58774,
10954, 5795, 75.58674, -59.87875, 100, 1, 1, 0, 58350,
10955, 5796, 68.89991, -61.66225, 100, 1, 1, 0, 58349,
10956, 5797, 65.28482, -61.64749, 100, 1, 1, 0, 58350,
10957, 5798, 66.63076, -64.94538, 100, 1, 1, 0, 58412,
10958, 5338, 283.58947, -25.70741, 200, 4, 3, 0, 58385,58381,58357,58382,
10959, 5736, 287.8718, -22.06047, 110, 3, 1, 0, 58618,58328,58621,
10960, 5736, 287.8718, -22.06047, 210, 2, 1, 0, 58644,58349,
10961, 5339, 263.78476, -10.08623, 200, 3, 3, 0, 58355,58352,58329,
10962, 5738, 273.2987, -9.51626, 110, 2, 1, 0, 58617,58328,
10963, 5738, 273.2987, -9.51626, 210, 2, 1, 0, 58618,58329,
10964, 5738, 273.2987, -9.51626, 310, 2, 1, 0, 58331,58330,
10965, 5738, 273.2987, -9.51626, 420, 1, 1, 0, 58353,
10966, 5682, 258.31678, -42.58681, 210, 3, 1, 0, 58689,58352,58707,
10968, 5684, 271.67967, -37.17623, 210, 2, 1, 0, 58660,58324,
10973, 5719, 276.25967, -16.76312, 210, 2, 1, 0, 58684,58683,
10975, 5670, 254.01321, -40.14066, 210, 2, 1, 0, 58685,58711,
10977, 5674, 261.67181, -32.02215, 210, 2, 1, 0, 58711,58330,
10978, 5675, 255.65026, -28.53177, 210, 2, 1, 0, 58707,58324,
10979, 5547, 268.92573, -32.86201, 310, 1, 1, 0, 58330,
11004, 2508, 197.26641845703125, 26.300207138061523, 100, 2, 1, 0, 58576,58575,
11028, 5472, 270.93959, -29.40852, 620, 2, 1, 0, 58412,58353,
11029, 5799, 268.23621, -18.41884, 110, 2, 1, 0, 58677,58564,
11030, 5799, 268.23621, -18.41884, 210, 2, 1, 0, 58683,58682,
11032, 5532, 272.42698, -14.87425, 210, 2, 1, 0, 58328,58773,
11033, 5800, 258.76206, -49.0149, 110, 3, 3, 0, 58381,58357,58384,
11034, 5800, 258.76206, -49.0149, 210, 3, 3, 0, 58382,58358,58385,
11035, 5800, 258.76206, -49.0149, 320, 2, 3, 0, 58383,58387,
11036, 5801, 13.49851, -26.76464, 110, 3, 3, 0, 58329,58350,58324,
11037, 5801, 13.49851, -26.76464, 210, 3, 3, 0, 58351,58325,58331,
11039, 5802, 355.67726, -10.15783, 210, 8, 6, 0, 58774,58417,59146,59143,59144,58352,59145,58803,
11128, 5777, 174.6424, 13.4369, 100, 6, 6, 0, 58837,58834,58621,58830,58855,58860,
11157, 5521, 5.07043, -77.22261, 100, 13, 12, 0, 58655,58384,58419,
11158, 5802, 355.67726, -10.15783, 110, 7, 6, 0, 58773,58675,58802,58797,58805,58674,58411,
11161, 5529, 14.38745, -71.09453, 211, 6, 3, 0, 58644,58383,
11166, 5860, 80.05918, -65.69253, 100, 2, 1, 0, 58438,58502,
11167, 5861, 74.70726, -66.72936, 100, 1, 1, 0, 58468,
11168, 5862, 77.74816, -66.87526, 100, 1, 1, 0, 58468,
11169, 5863, 81.89251, -66.89161, 100, 1, 1, 0, 58438,
11170, 5864, 84.14499, -67.51851, 100, 1, 1, 0, 58438,
11171, 5865, 76.27908, -68.35727, 100, 1, 1, 0, 58438,
11172, 5866, 79.95736, -68.12268, 100, 1, 1, 0, 58468,
11174, 5868, 81.87041, -69.36878, 100, 1, 1, 0, 58413,
11175, 5869, 83.11923, -69.21843, 100, 1, 1, 0, 59234,
11176, 5870, 72.44264, -69.22454, 100, 1, 1, 0, 58438,
11177, 5871, 77.69808, -69.75111, 100, 1, 1, 0, 58468,
11178, 5872, 74.01594, -70.61404, 100, 1, 1, 0, 58413,
11179, 5873, 20.17171, -73.08001, 100, 2, 2, 0, 58438,58413,
11180, 5874, 15.44637, -72.28764, 100, 1, 1, 0, 58413,
11181, 5875, 15.99513, -73.46246, 100, 1, 1, 0, 58413,
11182, 5876, 12.67435, -72.3229, 100, 1, 1, 0, 58438,
11183, 5877, 11.51992, -73.47818, 100, 1, 1, 0, 58413,
11184, 5878, 85.26312, -55.07878, 100, 1, 1, 0, 58773,
11185, 5879, 76.81257, -56.80224, 100, 1, 1, 0, 58773,
11186, 5880, 74.50825, -58.20825, 100, 1, 1, 0, 58411,
11187, 5881, 78.32579, -58.41181, 100, 1, 1, 0, 58440,
11188, 5882, 78.93686, -59.99512, 100, 1, 1, 0, 58774,
11189, 5883, 68.45126, -59.81489, 100, 1, 1, 0, 58439,
11190, 5884, 71.85774, -60.00321, 100, 1, 1, 0, 58469,
11191, 5885, 76.56951, -61.58682, 100, 1, 1, 0, 58773,
11192, 5886, 73.0977, -61.53998, 100, 1, 1, 0, 58774,
11193, 5887, 85.85134, -63.28986, 100, 1, 1, 0, 58439,
11194, 5888, 89.95931, -63.28166, 100, 1, 1, 0, 58411,
11195, 5889, 93.92871, -63.33397, 100, 1, 1, 0, 58774,
11196, 5890, 69.96366, -63.35762, 100, 1, 1, 0, 58439,
11197, 5891, 65.9735, -63.29877, 100, 1, 1, 0, 58440,
11198, 5892, 109.03884, -64.96753, 100, 1, 1, 0, 58468,
11199, 5893, 111.31382, -69.83599, 100, 1, 1, 0, 58469,
11200, 5894, 81.51862, -71.56785, 100, 1, 1, 0, 58471,
11201, 5895, 103.9852, -71.44414, 100, 2, 1, 0, 58440,58439,
11202, 5896, 75.85606, -71.41397, 100, 2, 1, 0, 58774,58411,
11203, 5897, 110.22872, -71.53233, 100, 1, 1, 0, 58886,
11204, 5898, 115.57237, -71.47781, 100, 1, 1, 0, 58471,
11205, 5899, 69.99162, -71.50561, 100, 1, 1, 0, 58797,
11206, 5900, 64.19231, -71.56813, 100, 1, 1, 0, 58469,
11207, 5598, 9.4224, 38.7935, 210, 3, 3, 0, 58389,58386,58417,
11408, 5938, 96.32999, 5.3102, 100, 1, 1, 0, 58798,
11409, 5917, 306.65, 41.0101, 100, 3, 1, 0, 58625,58626,58627,
11441, 5939, 98.20038, 4.27645, 200, 3, 3, 0, 59224,58474,59201,
11442, 5940, 85.90176, -70.07064, 100, 1, 1, 0, 58502,
11443, 5941, 81.78489, -70.98956, 100, 1, 1, 0, 58502,
11444, 5942, 77.20012, -71.5062, 100, 2, 1, 0, 58502,58503,
11445, 5901, 282.745, -27.9581, 100, 2, 1, 0, 58619,58627,
11490, 5960, 108.12186, -27.71059, 210, 3, 3, 0, 58825,58768,58860,
11491, 5960, 108.12186, -27.71059, 320, 3, 3, 0, 58861,58891,58887,
11492, 5475, 122.81875, -33.14427, 320, 3, 3, 0, 58861,58887,58890,
11493, 5475, 122.81875, -33.14427, 420, 3, 3, 0, 58862,58891,58888,
11494, 5477, 111.79851, -25.92839, 200, 3, 3, 0, 58803,58800,58826,
11495, 5476, 119.79518, -22.09431, 200, 3, 3, 0, 58824,58862,58594,
11496, 5961, 109.53114, -39.262, 110, 3, 3, 0, 58828,58593,58825,
11497, 5648, 151.12972, -55.56894, 320, 3, 3, 0, 58474,58500,58479,
11498, 5647, 144.36438, -60.26752, 210, 3, 3, 0, 58566,58507,58563,
11499, 5972, 108.82921, -58.2739, 100, 1, 1, 0, 58503,
11500, 5973, 108.20893, -60.08541, 100, 1, 1, 0, 58506,
11501, 5974, 103.30149, -61.65142, 100, 1, 1, 0, 58504,
11502, 5975, 114.78955, -61.70475, 100, 1, 1, 0, 58504,
11503, 5976, 109.81687, -63.37029, 100, 1, 1, 0, 58505,
11504, 5977, 114.20712, -63.30043, 100, 1, 1, 0, 58502,
11505, 5978, 104.96079, -64.81182, 100, 1, 1, 0, 58505,
11506, 5979, 111.98162, -68.15541, 100, 1, 1, 0, 58835,
11507, 5980, 100.58785, -69.8256, 100, 1, 1, 0, 58506,
11508, 5981, 95.07878, -69.78491, 100, 1, 1, 0, 58505,
11509, 5982, 89.96456, -69.86059, 100, 1, 1, 0, 58912,
11510, 5983, 84.57646, -69.85864, 100, 1, 1, 0, 58506,
11511, 5984, 68.54617, -68.17566, 100, 1, 1, 0, 58506,
11512, 5985, 105.79187, -69.71709, 100, 1, 1, 0, 58503,
11513, 5986, 79.4432, -69.84924, 100, 1, 1, 0, 58505,
11514, 5987, 74.19616, -69.84021, 100, 1, 1, 0, 58504,
11515, 5988, 98.6442, -71.52939, 100, 1, 1, 0, 58795,
11516, 5989, 92.57427, -71.44283, 100, 1, 1, 0, 58504,
11517, 5990, 87.50649, -71.51312, 100, 1, 1, 0, 58503,
11518, 5991, 69.0363, -69.94555, 100, 1, 1, 0, 58504,
11581, 5960, 108.12186, -27.71059, 420, 3, 3, 0, 58890,58888,58862,
11582, 5961, 109.53114, -39.262, 210, 3, 3, 0, 58826,58859,58829,
11583, 5992, 119.15645, -5.03137, 100, 3, 3, 0, 58476,58507,58480,
11584, 5993, 119.08105, -52.31095, 110, 3, 3, 0, 58501,58480,58475,
11585, 5993, 119.08105, -52.31095, 210, 3, 3, 0, 58566,58508,58476,
11586, 5694, 123.27237, -19.76361, 210, 3, 3, 0, 58563,58566,58508,
11587, 5694, 123.27237, -19.76361, 320, 3, 3, 0, 58799,58509,58802,
11588, 5694, 123.27237, -19.76361, 420, 3, 3, 0, 58801,58827,58804,
11589, 5695, 127.04904, -49.10192, 200, 3, 3, 0, 58826,58800,58803,
11590, 5994, 133.65132, -26.17088, 110, 3, 3, 0, 58859,58804,58823,
11591, 5994, 133.65132, -26.17088, 210, 3, 3, 0, 58805,58889,58824,
11592, 5962, 64.5, 29.2, 100, 4, 3, 0, 58854,58499,58744,58503,
11621, 5996, 161.15234, -59.82986, 100, 2, 2, 0, 58626,58560,
11622, 5997, 161.63592, -59.83055, 100, 2, 2, 0, 58883,58654,
11623, 5790, 245.94194, -28.15228, 100, 1, 1, 0, 58884,
11624, 5791, 247.10623, -26.64004, 100, 1, 1, 0, 58598,
11627, 5999, 240.51565, -21.37962, 100, 1, 1, 0, 58565,
11628, 6000, 243.02506, -22.284, 100, 1, 1, 0, 58565,
11629, 6001, 240.09397, -18.80999, 100, 1, 1, 0, 58913,
11639, 6006, 170.0305, 17.4326, 100, 6, 6, 0, 58857,58828,58618,58861,58829,58854,
11723, 6018, 256.55435, -26.46171, 111, 1, 1, 0, 58675,
11724, 6018, 256.55435, -26.46171, 211, 1, 1, 0, 58654,
11725, 6018, 256.55435, -26.46171, 311, 1, 1, 0, 58654,
11726, 6018, 256.55435, -26.46171, 421, 1, 1, 0, 58654,
11727, 6018, 256.55435, -26.46171, 521, 1, 1, 0, 58674,
11729, 5621, 112.9791, 59.548, 210, 3, 3, 0, 58532,58776,58563,
11735, 6020, 202.93851, -33.70651, 210, 3, 3, 0, 58644,58621,58617,
11736, 6021, 185.03819, -22.81401, 110, 4, 3, 0, 58592,58564,58616,58595,
11737, 6021, 185.03819, -22.81401, 210, 3, 3, 0, 58593,58565,58597,
11738, 6022, 147.79496, -20.2257, 110, 3, 3, 0, 58561,58564,58590,
11739, 6022, 147.79496, -20.2257, 210, 3, 3, 0, 58565,58562,58591,
11740, 6023, 91.18948, -47.44571, 110, 3, 3, 0, 58564,58561,58590,
11741, 6023, 91.18948, -47.44571, 210, 3, 3, 0, 58565,58562,58591,
11742, 2644, 124.10721588134766, 39.087284088134766, 100, 1, 1, 0, 58543,
11786, 5647, 144.36438, -60.26752, 420, 3, 3, 0, 58860,58627,58863,
11787, 5648, 151.12972, -55.56894, 420, 4, 3, 0, 58886,58829,58860,58863,
11788, 5348, 180.43181, -56.21144, 210, 3, 3, 0, 58859,58627,58622,
11789, 5539, 185.62926, -66.55713, 320, 3, 3, 0, 58912,58915,59225,
11790, 5539, 185.62926, -66.55713, 420, 3, 3, 0, 58913,59226,58916,
11791, 5542, 209.90918, -61.72333, 320, 3, 3, 0, 59229,58917,58920,
11792, 5542, 209.90918, -61.72333, 420, 4, 3, 0, 58919,59230,58922,58923,
11793, 5354, 257.29468, -60.47323, 210, 3, 3, 0, 58677,58681,58706,
11794, 5356, 262.36727, -56.32082, 210, 3, 3, 0, 58681,58677,58706,
11797, 5357, 263.91882, -51.19541, 210, 3, 3, 0, 58685,58682,58708,
11799, 5724, 265.64018, -34.31924, 210, 3, 2, 0, 58711,58708,58710,
11803, 6046, 258.42439, -18.11216, 110, 2, 2, 0, 58681,58684,
11804, 6046, 258.42439, -18.11216, 210, 2, 2, 0, 58688,58689,
11806, 5684, 271.67967, -37.17623, 310, 2, 2, 0, 59145,58775,
11807, 6047, 276.28562, -39.05341, 110, 2, 2, 0, 58685,58706,
11808, 6047, 276.28562, -39.05341, 210, 2, 2, 0, 58707,58714,
11809, 6047, 276.28562, -39.05341, 310, 2, 2, 0, 59147,59146,
11810, 5370, 273.48528, -43.44287, 200, 3, 3, 0, 58706,58683,58677,
11811, 6048, 275.6462, -22.24781, 110, 2, 2, 0, 58714,58713,
11812, 6048, 275.6462, -22.24781, 210, 2, 2, 0, 58768,58767,
11814, 5719, 276.25967, -16.76312, 310, 1, 2, 0, 58774,
11817, 5340, 285.8607, -21.36227, 200, 3, 3, 0, 58689,58766,58710,
11818, 5736, 287.8718, -22.06047, 310, 2, 2, 0, 58712,58711,
11819, 5344, 287.9277, -16.82108, 210, 4, 3, 0, 58709,58714,58769,58688,
11820, 5469, 288.18282, -11.55034, 210, 3, 2, 0, 58681,58682,
