plateid, locationid, ra, dec, apgver, vdone, vplan, SN, history
11823, 2689, 248.5023193359375, 28.116430282592773, 100, 4, 1, 0, 58617,58607,58631,58612,
11848, 6049, 258.86431, -28.87474, 521, 1, 1, 0, 58675,
11850, 6050, 272.84976, -31.58186, 111, 1, 1, 0, 58675,
11852, 6050, 272.84976, -31.58186, 311, 1, 1, 0, 58675,
11856, 6043, 114.5958, 21.0, 100, 7, 6, 0, 58778,
11874, 6051, 133.21537, -50.79037, 210, 3, 3, 0, 59162,59156,58921,
11875, 6052, 134.11865, -45.35883, 110, 3, 3, 0, 58823,58860,58827,
11876, 6052, 134.11865, -45.35883, 210, 3, 3, 0, 58887,58884,58861,
11877, 6053, 237.12993, -49.64083, 110, 3, 3, 0, 58915,58882,58885,
11878, 6053, 237.12993, -49.64083, 210, 3, 3, 0, 58889,58886,58916,
11879, 6053, 237.12993, -49.64083, 320, 3, 3, 0, 58888,58917,58891,
11880, 6053, 237.12993, -49.64083, 420, 3, 3, 0, 58918,58893,58890,
11881, 6054, 245.57583, -55.12164, 110, 3, 3, 0, 58917,58887,58890,
11882, 6054, 245.57583, -55.12164, 210, 3, 3, 0, 58919,58888,58892,
11885, 6055, 252.10022, -26.09389, 110, 2, 2, 0, 58683,58682,
11886, 6055, 252.10022, -26.09389, 210, 2, 2, 0, 58684,58685,
11887, 6055, 252.10022, -26.09389, 310, 2, 2, 0, 58917,58916,
11892, 6056, 323.83392, -56.78637, 110, 3, 3, 0, 58684,58681,58655,
11893, 6056, 323.83392, -56.78637, 210, 3, 3, 0, 58656,58682,58688,
11895, 6057, 323.96941, -15.69634, 210, 3, 3, 0, 58713,58768,
11896, 6058, 342.06501, -24.39732, 110, 3, 3, 0, 58689,58709,58683,
11897, 6058, 342.06501, -24.39732, 210, 3, 3, 0, 58706,58767,58710,
11898, 6059, 356.47222, -17.9756, 110, 4, 3, 0, 58707,58711,58801,58766,
11899, 6059, 356.47222, -17.9756, 210, 4, 3, 0, 58800,58708,58769,58714,
11900, 6061, 12.60715, -21.81636, 110, 3, 3, 0, 58767,58713,58708,
11901, 6061, 12.60715, -21.81636, 210, 3, 3, 0, 58799,58714,58768,
11902, 6062, 17.51088, -8.87768, 110, 5, 3, 0, 58707,58683,58657,58676,58800,
11903, 6062, 17.51088, -8.87768, 210, 5, 3, 0, 58681,58713,58768,58708,58677,
11904, 6063, 34.99064, -6.70663, 110, 3, 3, 0, 58708,58682,58688,
11905, 6063, 34.99064, -6.70663, 210, 3, 3, 0, 58710,58684,58689,
11906, 6064, 40.54979, -6.11206, 110, 3, 3, 0, 58709,58706,58767,
11907, 6064, 40.54979, -6.11206, 210, 3, 3, 0, 58799,58768,58712,
11910, 6066, 330.48617, -46.82648, 100, 1, 1, 0, 58654,
11911, 6067, 334.76636, -48.26731, 100, 1, 1, 0, 58797,
11912, 6069, 348.98762, -52.80418, 100, 1, 1, 0, 58796,
11913, 6070, 356.0212, -51.31131, 100, 1, 1, 0, 58795,
11914, 6071, 2.75442, -51.64302, 100, 1, 1, 0, 58804,
11915, 6068, 336.53181, -50.1958, 100, 1, 1, 0, 58794,
11916, 6072, 243.6983, 67.8163, 100, 1, 1, 0, 58649,
11933, 6123, 2.64649, -20.5784, 210, 3, 3, 0, 58824,58803,58796,
11934, 5469, 288.18282, -11.55034, 210, 3, 3, 0, 58709,
11935, 5696, 140.19651, -41.35097, 210, 3, 3, 0, 58891,58917,58894,
11936, 5695, 127.04904, -49.10192, 210, 3, 3, 0, 58802,58805,58828,
11937, 6124, 242.28453, -51.84383, 100, 3, 24, 0, 58707,58914,58709,
11939, 2701, 192.9100341796875, 27.14148712158203, 100, 4, 1, 0, 58853,58854,58855,58856,
11989, 6126, 82.67215, -55.67836, 100, 9, 4, 0, 59169,59158,58775,59181,59149,58833,59175,59172,59178,
11990, 6127, 111.0532, -79.12057, 100, 10, 4, 0, 59174,58798,58833,
11991, 6127, 111.0532, -79.12057, 100, 10, 4, 0, 59157,59171,59158,59160,59177,59168,58833,
11992, 6128, 50.48623, -77.19889, 100, 9, 3, 0, 58798,58775,59180,59183,59174,59184,59177,59187,59146,
11993, 6129, 85.20217, -86.29887, 100, 10, 3, 0, 59188,59191,58775,59169,59164,58798,59172,59175,
11994, 6129, 85.20217, -86.29887, 100, 10, 3, 0, 58798,58805,
11995, 6130, 26.88145, -84.1873, 100, 11, 3, 0, 58795,58798,58775,
11996, 6130, 26.88145, -84.1873, 100, 11, 3, 0, 58775,58798,59181,59177,59166,59193,58833,59174,
11997, 6131, 78.02826, -63.30826, 100, 1, 1, 0, 58796,
11998, 6132, 73.80754, -63.25206, 100, 1, 1, 0, 58795,
11999, 6133, 75.02406, -64.97759, 100, 1, 1, 0, 58797,
12000, 6134, 70.67035, -64.88519, 100, 1, 1, 0, 58794,
12001, 6135, 76.61786, -66.58962, 100, 1, 1, 0, 58795,
12002, 6136, 108.002, -66.52538, 100, 1, 1, 0, 58797,
12003, 6137, 97.20866, -68.13024, 100, 1, 1, 0, 59194,
12004, 6138, 92.38778, -68.22588, 100, 1, 1, 0, 58796,
12005, 6139, 72.08041, -66.48075, 100, 1, 1, 0, 58802,
12006, 6140, 67.43042, -66.48134, 100, 1, 1, 0, 58796,
12007, 6141, 107.27612, -68.17547, 100, 1, 1, 0, 58794,
12008, 6142, 102.07912, -68.1509, 100, 1, 1, 0, 58794,
12009, 6143, 82.48737, -68.24614, 100, 1, 1, 0, 58795,
12010, 6144, 77.66514, -68.24775, 100, 1, 1, 0, 58795,
12011, 6145, 72.91192, -68.27065, 100, 1, 1, 0, 58794,
12012, 6146, 85.73015, -66.53825, 100, 1, 1, 0, 58796,
12013, 6147, 87.76376, -68.11398, 100, 1, 1, 0, 58797,
12014, 6148, 89.92577, -66.60514, 100, 1, 1, 0, 58886,
12017, 6151, 102.32835, -23.6564, 110, 3, 3, 0, 58799,58802,58766,
12018, 6151, 102.32835, -23.6564, 210, 3, 3, 0, 58861,58767,58888,
12019, 6152, 105.69554, -21.2194, 110, 3, 3, 0, 58888,58863,58891,
12020, 6152, 105.69554, -21.2194, 210, 3, 3, 0, 58892,58889,58915,
12025, 6057, 323.96941, -15.69634, 110, 3, 3, 0, 58712,58767,58799,
12026, 6057, 323.96941, -15.69634, 210, 3, 3, 0, 58800,
12027, 2431, 55.910158, 68.438936, 2373, 3, 1, 0, 58877,
12096, 7001, 91.57083, -54.90729, 100, 1, 1, 0, 58834,
12097, 7002, 88.47634, -55.09366, 100, 1, 1, 0, 59201,
12098, 7003, 103.15838, -56.72276, 100, 2, 1, 0, 58834,58861,
12099, 7004, 99.91997, -56.72397, 100, 1, 1, 0, 58885,
12100, 7005, 96.57915, -56.65441, 100, 1, 1, 0, 59180,
12101, 7006, 93.10999, -56.73116, 100, 1, 1, 0, 58835,
12102, 7007, 86.82249, -56.6219, 100, 1, 1, 0, 59187,
12103, 7008, 83.44513, -56.6031, 100, 1, 1, 0, 59146,
12104, 7009, 79.98296, -56.68785, 100, 1, 1, 0, 58803,
12105, 7010, 101.99177, -58.27074, 100, 1, 1, 0, 59187,
12106, 7011, 98.5901, -58.34913, 100, 1, 1, 0, 58884,
12107, 7012, 95.2412, -58.35207, 100, 1, 1, 0, 58827,
12108, 7013, 91.77766, -58.30488, 100, 2, 1, 0, 58823,58824,
12109, 7014, 88.37557, -58.30306, 100, 1, 1, 0, 59180,
12110, 7015, 85.01538, -58.29443, 100, 1, 1, 0, 58835,
12111, 7016, 81.39049, -58.19405, 100, 1, 1, 0, 58834,
12112, 7017, 100.95118, -60.0074, 100, 1, 1, 0, 58834,
12113, 7018, 97.10507, -59.94165, 100, 1, 1, 0, 58829,
12114, 7019, 93.66597, -59.93732, 100, 1, 1, 0, 58825,
12117, 7022, 95.46846, -61.60286, 100, 1, 1, 0, 58826,
12118, 7023, 88.19708, -61.69701, 100, 1, 1, 0, 58884,
12120, 7025, 80.5622, -61.61613, 100, 1, 1, 0, 59223,
12121, 7026, 81.82149, -63.30498, 100, 1, 1, 0, 59234,
12122, 7027, 87.74071, -64.92988, 100, 1, 1, 0, 59232,
12123, 7028, 83.91336, -64.99977, 100, 1, 1, 0, 59202,
12124, 7029, 79.40613, -64.89777, 100, 1, 1, 0, 58825,
12125, 7030, 80.92795, -66.65251, 100, 1, 1, 0, 58828,
12126, 7031, 39.747739, -34.376434, 100, 25, 24, 0, 59143,58804,58801,59144,
12127, 7031, 39.747739, -34.376434, 100, 25, 24, 0, 58828,58823,58826,59145,59147,58829,
12128, 6169, 53.6793, 22.4959, 100, 2, 1, 0, 58775,58776,
12189, 6158, 108.14573, -59.55646, 100, 2, 3, 0, 58857,58831,
12190, 6159, 104.0261, -60.37462, 100, 4, 4, 0, 58831,58858,58857,58855,
12191, 6160, 96.27187, -62.01948, 100, 3, 4, 0, 58830,58858,58832,
12192, 6161, 115.46605, -64.02008, 100, 6, 6, 0, 59207,58830,59201,58832,
12193, 6161, 115.46605, -64.02008, 100, 6, 6, 0, 58857,58858,
12194, 6162, 101.12307, -65.7573, 100, 2, 3, 0, 58856,58831,
12195, 6163, 73.83225, -66.93463, 100, 4, 4, 0, 58830,58857,58855,58832,
12196, 6164, 100.1607, -68.02455, 100, 4, 4, 0, 58857,58855,58830,58832,
12197, 6165, 83.93318, -69.04433, 100, 4, 4, 0, 58857,58855,58832,58830,
12198, 6166, 78.39918, -69.70951, 100, 6, 3, 0, 58827,58831,58824,58856,58858,58797,
12199, 6167, 72.86036, -69.19526, 100, 6, 3, 0, 58825,58794,58830,58831,58832,58796,
12200, 6210, 133.043, 11.8252, 110, 6, 6, 0, 58802,58835,58829,58861,58856,58881,
12222, 7033, 104.59441, -59.96272, 100, 1, 1, 0, 58829,
12223, 7034, 99.50161, -61.53339, 100, 1, 1, 0, 58835,
12224, 7035, 101.89746, -63.20609, 100, 1, 1, 0, 58824,
12225, 7036, 98.07924, -63.20776, 100, 1, 1, 0, 58828,
12226, 7037, 106.08305, -63.22327, 100, 1, 1, 0, 58834,
12227, 7038, 100.59032, -64.86709, 100, 1, 1, 0, 58804,
12228, 7039, 92.17133, -64.96435, 100, 1, 1, 0, 58803,
12229, 7040, 94.59283, -66.5322, 100, 1, 1, 0, 58805,
12230, 7041, 98.78679, -66.58112, 100, 1, 1, 0, 58803,
12231, 7042, 76.46677, -71.21741, 100, 24, 24, 0, 58801,59151,58826,59152,59145,58859,58823,59153,58804,59144,59155,58829,59156,59154,
12232, 6200, 70.3193, 25.5851, 100, 1, 1, 0, 58805,
12274, 7043, 83.71766, -5.55237, 200, 2, 2, 0, 58883,58882,
12275, 7044, 134.78176, -43.31678, 100, 2, 1, 0, 58883,58882,
12276, 7045, 134.43072, -43.54588, 100, 2, 2, 0, 58882,58883,
12277, 7046, 154.59458, 4.83453, 100, 1, 1, 0, 59232,
12282, 7051, 162.78856, 0.78606, 100, 1, 1, 0, 59229,
12283, 7052, 154.80752, 7.71332, 100, 1, 1, 0, 58920,
12284, 7053, 155.45166, 10.25531, 100, 1, 1, 0, 58921,
12285, 7054, 157.79491, 7.18382, 100, 1, 1, 0, 59199,
12286, 7055, 158.17327, 10.2698, 100, 1, 1, 0, 59212,
12287, 7056, 158.54822, 12.9183, 100, 1, 1, 0, 59214,
12288, 7057, 160.62982, 6.92046, 100, 1, 1, 0, 59206,
12289, 7058, 161.03934, 9.73112, 100, 1, 1, 0, 59213,
12290, 7059, 161.41025, 12.46725, 100, 1, 1, 0, 59210,
12291, 7060, 163.60289, 6.55201, 100, 1, 1, 0, 59229,
12292, 7061, 164.02132, 9.26625, 100, 1, 1, 0, 59211,
12293, 7062, 164.13939, 12.20666, 100, 1, 1, 0, 59230,
12294, 7063, 165.99355, 2.96451, 100, 1, 1, 0, 58912,
12295, 7064, 90.12367, -56.67793, 100, 1, 1, 0, 58884,
12296, 7065, 90.15555, -59.99732, 100, 1, 1, 0, 58886,
12297, 7066, 92.04026, -61.62363, 100, 1, 1, 0, 58912,
12298, 7067, 107.04896, -61.62517, 100, 1, 1, 0, 58884,
12299, 7068, 96.39362, -64.86897, 100, 1, 1, 0, 58885,
12300, 7069, 103.65958, -66.4784, 100, 2, 1, 0, 58885,58912,
12304, 7031, 39.747739, -34.376434, 100, 25, 24, 0, 59235,59154,59149,59148,59157,59151,58893,58887,58890,58860,59152,58863,59150,59156,59155,
12305, 5950, 346.939, -8.4589, 100, 1, 1, 0, 58820,
12357, 7071, 160.54833, -59.5016, 100, 2, 2, 0, 59187,58914,
12358, 7072, 161.33551, -60.43674, 100, 1, 2, 0, 58914,
12359, 7127, 180.57898, -5.83778, 100, 1, 1, 0, 59232,
12360, 7128, 181.09861, -3.15739, 100, 1, 1, 0, 59235,
12367, 7135, 188.6588, -10.05191, 100, 1, 1, 0, 59231,
12368, 7136, 181.59596, -0.10834, 100, 1, 1, 0, 59232,
12369, 7137, 184.22639, -0.95347, 100, 1, 1, 0, 59233,
12378, 7146, 199.31676, -7.58997, 100, 1, 1, 0, 59234,
12385, 7042, 76.46677, -71.21741, 100, 24, 24, 0, 58918,58915,
12393, 6240, 177.7022, 6.6099, 100, 1, 1, 0, 58896,
12715, 7197, 283.98929, -30.91519, 100, 2, 3, 0, 59151,59153,
12716, 7198, 325.5023, -31.26117, 110, 3, 3, 0, 59161,59162,59172,
12717, 7198, 325.5023, -31.26117, 210, 1, 3, 0, 59173,
12720, 7200, 334.601, -27.2948, 110, 1, 3, 0, 59181,
12722, 7042, 76.46677, -71.21741, 100, 24, 24, 0, 59182,59168,59193,59150,59197,59189,59164,59186,
12733, 7201, 291.76566, -18.50023, 110, 1, 3, 0, 59160,
12739, 7204, 12.94572, 10.01465, 100, 1, 1, 0, 59158,
12740, 7205, 16.35393, 5.58983, 100, 1, 1, 0, 59175,
12741, 7206, 19.18565, 10.2511, 100, 1, 1, 0, 59195,
12742, 7207, 17.85148, 2.79162, 100, 1, 1, 0, 59176,
12743, 7208, 17.73431, -0.99416, 100, 1, 1, 0, 59192,
12744, 7209, 22.73617, 6.29003, 100, 1, 1, 0, 59198,
12746, 7211, 24.67466, -77.18711, 100, 12, 12, 0, 59176,59185,59188,59165,59164,59182,59186,59167,59170,59166,59148,59179,
12747, 7212, 15.99625, -65.16202, 100, 12, 12, 0, 59155,59158,59148,59154,59152,59151,59157,59147,59156,59159,59150,59149,
12749, 7020, 86.30582, -59.92378, 100, 1, 1, 0, 59200,
12750, 7021, 82.77113, -59.98991, 100, 1, 1, 0, 59194,
12751, 7024, 84.22976, -61.73029, 100, 1, 1, 0, 59180,
12757, 7191, 283.52348, -22.93317, 111, 1, 1, 0, 59152,
12758, 7213, 29.4208, 37.785, 111, 3, 3, 0, 59072,59069,59071,
12775, 7217, 23.42496, -74.80576, 100, 12, 12, 0, 59179,59160,59170,59173,59188,59162,59195,59191,59163,59182,59176,59157,
12776, 7218, 359.4593, -73.03813, 100, 12, 12, 0, 59157,59156,59158,59160,59154,59164,59155,59147,59165,59166,59162,59159,
12777, 7219, 91.57639, -66.40959, 100, 9, 9, 0, 59202,59198,59172,59210,59213,59205,59178,59195,59190,
12778, 7210, 93.28221, -69.50732, 100, 8, 9, 0, 59167,59184,59232,59166,59181,59185,59170,59174,
12779, 7221, 78.57298, -74.51427, 100, 9, 9, 0, 59212,59223,59170,59174,59183,59220,59217,59186,59177,
12780, 7222, 68.40427, -67.63092, 100, 9, 9, 0, 59205,59171,59182,59185,59179,59176,59168,59219,59199,
12781, 7223, 68.1604, -71.72955, 100, 9, 9, 0, 59190,59227,59204,59207,59186,59178,59164,59165,59163,
12782, 7224, 107.62915, -73.83744, 100, 9, 9, 0, 59179,59191,59164,59166,59195,59163,59165,59211,59176,
12783, 7225, 85.87865, -79.32839, 100, 9, 9, 0, 59192,59165,59211,59163,59214,59204,59195,59207,59176,
12784, 7226, 98.35138, -63.5458, 100, 6, 9, 0, 59172,59178,59186,59169,59175,59181,
12785, 7227, 63.92283, -62.61964, 100, 9, 9, 0, 59181,59174,59171,59189,59185,59166,59196,59177,59192,
12786, 7228, 78.22209, -67.74342, 100, 9, 9, 0, 59154,59153,59156,59160,59151,59173,59162,59155,59152,
12787, 7229, 327.87804, -20.44521, 110, 3, 3, 0, 59170,59167,59163,
12788, 7229, 327.87804, -20.44521, 210, 2, 3, 0, 59168,59171,
12789, 7230, 329.59668, -27.80133, 110, 3, 3, 0, 59189,59169,59172,
12790, 7230, 329.59668, -27.80133, 210, 2, 3, 0, 59171,59191,
12791, 7231, 331.7975, -35.0573, 110, 3, 3, 0, 59168,59178,59175,
12792, 7231, 331.7975, -35.0573, 210, 1, 3, 0, 59169,
12793, 7232, 337.98036, -25.84051, 110, 3, 3, 0, 59162,59160,59178,
12794, 7232, 337.98036, -25.84051, 210, 1, 3, 0, 59179,
12795, 7233, 345.62108, -23.58097, 110, 1, 3, 0, 59199,
12796, 7233, 345.62108, -23.58097, 210, 2, 3, 0, 59200,59201,
12799, 7235, 357.22954, -11.08027, 110, 3, 3, 0, 59163,59196,59184,
12800, 7235, 357.22954, -11.08027, 210, 2, 3, 0, 59203,59197,
12805, 7238, 7.65683, -14.56596, 110, 2, 3, 0, 59204,59207,
12806, 7238, 7.65683, -14.56596, 210, 1, 3, 0, 59206,
12809, 7240, 21.21692, -7.28388, 110, 2, 3, 0, 59214,59211,
12810, 7240, 21.21692, -7.28388, 210, 2, 3, 0, 59212,59203,
12817, 7244, 74.09838, -60.66345, 100, 9, 9, 0, 59205,59231,59222,59227,59219,59202,59198,59235,59183,
12818, 7245, 96.22732, -65.50837, 100, 10, 9, 0, 59183,59217,59186,59184,59212,59188,59220,59185,59182,59191,
12819, 7246, 71.99976, -64.9428, 100, 9, 9, 0, 59188,59210,59183,59196,59203,59191,59206,59213,59199,
12820, 7247, 82.9998, -66.3554, 100, 8, 9, 0, 59233,59210,59207,59196,59190,59230,59204,59226,
12821, 7248, 66.29709, -65.56193, 100, 9, 9, 0, 59222,59214,59196,59233,59199,59217,59211,59226,59230,
12822, 7249, 103.61283, -67.34022, 100, 9, 9, 0, 59234,59192,59196,59225,59228,59214,59213,59218,59231,
12823, 7250, 91.63599, -73.02256, 100, 9, 9, 0, 59188,59197,59221,59200,59218,59182,59225,59203,59206,
12824, 7251, 60.54893, -74.9617, 100, 9, 9, 0, 59228,59218,59212,59221,59225,59197,59206,59200,59192,
12825, 7252, 132.93287, 11.94513, 100, 29, 36, 0, 59201,59197,59210,59202,59198,59199,59200,59190,59195,
12826, 7252, 132.93287, 11.94513, 100, 29, 36, 0, 59219,59207,59213,59223,59225,59227,59214,59217,59218,59226,59211,59224,59220,59221,59204,59212,59206,59205,59203,59222,
12828, 5293, 201.73592, -47.51123, 421, 4, 3, 0, 59235,
12829, 5293, 201.73592, -47.51123, 742, 3, 3, 0, 59227,
12830, 5229, 78.28821, -40.06581, 320, 3, 3, 0, 59225,59220,59217,
12831, 5229, 78.28821, -40.06581, 420, 3, 3, 0, 59221,59218,59226,
12832, 5295, 138.6144, -65.05472, 320, 3, 3, 0, 59230,59227,59233,
12833, 5295, 138.6144, -65.05472, 420, 3, 3, 0, 59231,59235,59228,
12834, 5294, 81.06153, -24.36794, 320, 3, 3, 0, 59219,59227,59222,
12835, 5294, 81.06153, -24.36794, 420, 2, 3, 0, 59231,59228,
12836, 7253, 102.35549, -36.0852, 110, 2, 3, 0, 59228,59232,
12837, 7253, 102.35549, -36.0852, 210, 2, 3, 0, 59230,59233,
12838, 7254, 201.43613, -47.81903, 110, 1, 1, 0, 59217,
12839, 7254, 201.43613, -47.81903, 210, 1, 1, 0, 59218,
12840, 7254, 201.43613, -47.81903, 310, 1, 1, 0, 59219,
12841, 7254, 201.43613, -47.81903, 420, 1, 1, 0, 59220,
12842, 7254, 201.43613, -47.81903, 520, 1, 1, 0, 59221,
12843, 7254, 201.43613, -47.81903, 620, 1, 1, 0, 59222,
4914, 4248, 299.71143, 21.850976, -100, 2, 3, 0, 55816,55807,
